Name,Goals,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past,Big chances created,Total passes,Accurate passes %,Accurate long balls %,Goals conceded inside the box,Aerial duels won %,Total duels won %,Fouls,Appearances,Age Range,Position,League,Level
Ivan Näsberg,0.08,0.33,0.5,0.0,2.0,0.0,0.0,0.0,46.83,90.21,48.33,0.67,69.23,60.61,0.67,12,2,2,Grecia Stoiximan Super League,3
Ousseynou Ba,0.0,1.21,1.16,0.0,2.32,0.05,0.21,0.05,41.47,89.09,57.14,0.63,43.48,54.55,1.05,19,2,2,Grecia Stoiximan Super League,3
Facundo Sánchez,0.07,1.14,0.71,0.0,0.86,0.0,0.5,0.0,34.43,78.63,43.08,0.21,60.0,47.44,0.71,14,3,2,Grecia Stoiximan Super League,3
Paulo Vinícius,0.05,0.73,1.68,0.0,2.77,0.0,0.0,0.05,30.36,75.3,42.86,1.05,47.62,58.16,0.68,22,3,2,Grecia Stoiximan Super League,3
Epameinondas Pantelakis,0.04,0.92,1.4,0.0,3.8,0.0,0.16,0.0,39.08,78.4,47.32,0.92,60.0,59.63,1.0,25,2,2,Grecia Stoiximan Super League,3
Moses Odubajo,0.04,1.04,1.08,0.04,0.76,0.0,0.16,0.08,34.68,84.08,49.06,0.72,73.68,57.14,1.32,25,2,2,Grecia Stoiximan Super League,3
Rubén García,0.0,0.82,1.36,0.0,1.09,0.0,0.27,0.0,27.45,81.79,57.78,0.36,12.5,46.81,0.91,11,2,2,Grecia Stoiximan Super League,3
Panagiotis Liagas,0.05,0.85,1.45,0.0,3.6,0.0,0.15,0.0,23.65,56.45,34.6,0.75,48.78,60.49,0.3,20,1,2,Grecia Stoiximan Super League,3
Adam Tzanetopoulos,0.0,0.83,1.78,0.0,3.83,0.0,0.17,0.0,33.39,76.21,52.78,1.17,63.64,58.14,1.11,18,2,2,Grecia Stoiximan Super League,3
Marvin Peersman,0.0,0.97,0.69,0.03,1.86,0.0,0.31,0.07,46.17,84.02,50.42,0.93,48.89,52.87,1.21,29,3,2,Grecia Stoiximan Super League,3
Nicolas N'Koulou,0.06,0.59,1.18,0.0,1.65,0.06,0.12,0.0,40.29,90.51,58.82,0.88,44.0,41.94,1.12,17,3,2,Grecia Stoiximan Super League,3
Joan Sastre,0.0,0.88,1.21,0.0,0.67,0.0,0.17,0.08,29.04,79.34,52.44,0.46,54.55,52.8,1.21,24,2,2,Grecia Stoiximan Super League,3
Georgios Liavas,0.07,1.07,1.13,0.0,2.73,0.0,0.4,0.07,30.13,77.21,43.06,1.2,53.85,52.46,0.47,15,1,2,Grecia Stoiximan Super League,3
Salem M'Bakata,0.04,0.91,0.87,0.0,0.65,0.0,0.0,0.04,28.22,81.05,41.07,0.74,50.0,59.26,0.43,23,2,2,Grecia Stoiximan Super League,3
Leroy Abanda,0.0,0.8,1.73,0.0,1.67,0.0,0.53,0.07,24.93,66.31,25.35,1.0,53.85,50.0,0.87,15,1,2,Grecia Stoiximan Super League,3
Lefteris Lyratzis,0.0,0.86,0.29,0.0,0.86,0.0,0.21,0.07,29.07,80.34,43.9,0.5,45.45,53.45,0.71,14,1,2,Grecia Stoiximan Super League,3
Triantafyllos Tsapras,0.08,1.19,1.81,0.04,2.23,0.04,0.46,0.04,29.58,69.57,36.31,1.23,50.0,53.52,0.62,26,1,2,Grecia Stoiximan Super League,3
Stavros Pilios,0.0,2.13,1.52,0.0,1.91,0.0,0.48,0.09,35.65,68.29,31.48,0.91,48.28,56.92,1.0,23,1,2,Grecia Stoiximan Super League,3
Konstantinos Apostolakis,0.0,1.67,1.24,0.0,2.24,0.0,0.52,0.0,25.86,78.64,50.0,0.86,48.28,56.39,0.9,21,1,2,Grecia Stoiximan Super League,3
Jacques-Alaixys Romao,0.0,1.65,1.68,0.0,1.77,0.0,0.35,0.0,40.61,83.88,56.65,1.32,53.57,64.18,1.23,31,3,2,Grecia Stoiximan Super League,3
Diamantis Chouchoumis,0.04,0.96,1.89,0.0,1.89,0.0,0.37,0.04,31.26,71.56,48.51,1.19,63.41,55.26,1.0,27,2,2,Grecia Stoiximan Super League,3
Jacob Une Larsson,0.0,0.94,1.16,0.0,2.68,0.0,0.19,0.03,43.32,83.92,44.54,1.26,59.57,59.43,0.65,31,2,2,Grecia Stoiximan Super League,3
Pipa,0.0,0.55,0.64,0.09,0.64,0.0,0.0,0.0,33.36,85.29,56.25,0.27,0.0,28.57,1.0,11,2,2,Grecia Stoiximan Super League,3
Patrick Bahanack,0.0,0.67,1.27,0.0,2.0,0.0,0.0,0.0,34.47,75.24,36.45,0.87,33.33,61.22,0.53,15,2,2,Grecia Stoiximan Super League,3
Giorgos Vagiannidis,0.0,0.84,0.37,0.0,0.37,0.0,0.37,0.0,19.47,85.14,55.17,0.11,57.14,51.81,0.58,19,1,2,Grecia Stoiximan Super League,3
Hugo Sousa,0.0,0.94,1.0,0.0,2.28,0.0,0.28,0.0,25.83,86.24,62.86,1.0,53.57,51.28,1.17,18,3,2,Grecia Stoiximan Super League,3
Georgios Valerianos,0.04,1.17,1.67,0.13,1.46,0.0,0.58,0.04,35.58,69.67,38.0,1.25,68.75,42.41,2.33,24,3,2,Grecia Stoiximan Super League,3
Daniel Adejo,0.0,0.69,1.31,0.0,3.56,0.0,0.06,0.0,38.5,78.08,46.51,1.38,56.1,58.33,0.75,16,3,2,Grecia Stoiximan Super League,3
Christos Shelis,0.0,0.39,1.39,0.04,3.36,0.0,0.29,0.0,38.43,82.9,53.3,1.11,64.29,46.46,1.21,28,1,2,Grecia Stoiximan Super League,3
Sebastian Mladen,0.0,1.16,1.23,0.06,1.84,0.0,0.45,0.03,37.0,78.81,51.17,1.16,55.0,46.45,1.55,31,3,2,Grecia Stoiximan Super League,3
Nikolai Alho,0.03,0.85,0.76,0.03,1.35,0.0,0.18,0.06,34.26,74.59,45.86,1.38,65.38,58.11,1.21,34,2,2,Grecia Stoiximan Super League,3
Stavros Panagiotou,0.05,1.16,0.89,0.0,0.63,0.0,0.37,0.0,16.95,64.6,24.44,0.79,50.0,54.12,0.47,19,2,2,Grecia Stoiximan Super League,3
Konstantinos Balogiannis,0.04,1.04,0.91,0.0,0.57,0.0,0.35,0.13,25.96,70.69,40.0,1.0,41.67,34.48,1.61,23,1,2,Grecia Stoiximan Super League,3
Emanuel Šakić,0.0,2.04,1.23,0.0,1.04,0.0,0.69,0.04,24.42,68.03,36.71,0.92,45.0,48.44,2.23,26,3,2,Grecia Stoiximan Super League,3
Gonzalo Paz,0.0,1.92,1.58,0.17,3.08,0.0,0.08,0.0,23.42,61.57,30.86,1.33,56.0,60.81,1.25,12,2,2,Grecia Stoiximan Super League,3
Themistoklis Tzimopoulos,0.0,0.75,0.81,0.06,1.88,0.0,0.0,0.0,23.31,79.36,43.84,0.56,70.83,61.82,0.88,16,3,2,Grecia Stoiximan Super League,3
David Simón,0.0,1.42,1.19,0.0,1.97,0.0,0.32,0.06,35.45,69.06,36.06,1.19,64.0,46.56,1.71,31,3,2,Grecia Stoiximan Super League,3
Juha Pirinen,0.0,0.42,0.88,0.04,1.71,0.0,0.04,0.0,23.0,81.34,51.0,1.42,92.31,66.67,0.67,24,3,2,Grecia Stoiximan Super League,3
Antonio Luna,0.06,0.85,0.76,0.03,1.03,0.0,0.27,0.0,31.64,80.27,58.04,1.24,53.85,53.08,0.7,33,3,2,Grecia Stoiximan Super League,3
Ilias Chatzitheodoridis,0.0,0.83,1.33,0.0,1.33,0.0,0.11,0.0,15.89,64.34,31.03,1.06,80.0,60.32,0.94,18,2,2,Grecia Stoiximan Super League,3
Stavros Vasilantonopoulos,0.0,0.67,0.75,0.0,0.5,0.0,0.17,0.0,12.67,69.74,43.75,0.83,33.33,57.89,0.33,12,3,2,Grecia Stoiximan Super League,3
Efstathios Tachatos,0.14,0.71,0.36,0.0,0.86,0.0,0.29,0.0,10.79,77.48,37.5,1.14,53.85,44.29,1.29,14,1,2,Grecia Stoiximan Super League,3
Ivan Goranov,0.0,1.18,1.24,0.0,1.94,0.06,0.53,0.0,29.53,73.71,37.66,1.12,57.14,43.3,1.24,17,3,2,Grecia Stoiximan Super League,3
Nikolaos Marinakis,0.0,0.46,0.15,0.0,0.38,0.0,0.15,0.0,19.0,74.49,48.15,0.54,33.33,50.0,0.31,13,2,2,Grecia Stoiximan Super League,3
Michael Gardawski,0.05,1.67,0.67,0.05,0.52,0.0,0.29,0.0,13.9,72.6,38.46,0.76,27.78,53.04,1.48,21,3,2,Grecia Stoiximan Super League,3
Abdul Rahman Weiss,0.0,0.91,0.64,0.0,0.82,0.0,0.36,0.0,17.55,63.73,28.57,0.64,42.86,41.67,1.45,11,2,2,Grecia Stoiximan Super League,3
Harouna Sy,0.0,0.87,0.47,0.07,0.8,0.0,0.0,0.0,22.53,80.77,42.86,1.2,53.85,54.05,1.13,15,2,2,Grecia Stoiximan Super League,3
Marios Vichos,0.0,0.89,0.83,0.0,1.5,0.0,0.22,0.06,26.17,67.73,27.59,1.5,60.0,57.78,0.83,18,1,2,Grecia Stoiximan Super League,3
Gijs Smal,0.06,2.15,1.15,0.0,1.06,0.0,1.0,0.47,56.97,79.87,47.57,0.71,45.16,55.29,0.41,34,2,2,Holanda Eredivisie,3
Dávid Hancko,0.06,2.29,1.0,0.0,3.26,0.0,0.29,0.13,71.65,87.89,51.86,0.71,60.66,70.71,0.39,31,2,2,Holanda Eredivisie,3
Daley Blind,0.0,1.38,0.92,0.0,1.31,0.0,0.31,0.23,81.92,88.73,65.04,0.77,60.0,61.43,0.38,13,3,2,Holanda Eredivisie,3
Maximilian Wittek,0.1,2.39,0.84,0.03,1.71,0.0,1.23,0.16,38.77,74.88,39.87,1.13,55.1,51.52,1.32,31,2,2,Holanda Eredivisie,3
Sam Beukema,0.08,1.04,1.27,0.08,4.08,0.0,0.31,0.0,64.19,88.08,52.13,0.65,61.63,60.13,0.69,26,2,2,Holanda Eredivisie,3
Lutsharel Geertruida,0.1,1.6,1.03,0.0,1.5,0.0,0.23,0.17,64.47,90.59,51.0,0.53,58.82,61.73,0.53,30,1,2,Holanda Eredivisie,3
Paweł Bochniewicz,0.06,1.42,1.52,0.0,5.09,0.0,0.48,0.03,55.18,83.36,48.94,1.21,71.95,66.31,0.79,33,2,2,Holanda Eredivisie,3
Gernot Trauner,0.0,1.89,1.37,0.0,2.74,0.0,0.47,0.0,66.63,89.26,68.0,0.89,60.76,60.81,0.68,19,3,2,Holanda Eredivisie,3
Sven van Beek,0.0,1.73,1.4,0.0,4.13,0.0,0.8,0.0,58.67,84.77,52.55,0.73,53.06,56.25,0.53,15,2,2,Holanda Eredivisie,3
Calvin Bassey,0.04,1.6,0.92,0.0,1.52,0.0,0.28,0.16,58.88,88.99,60.64,0.76,62.07,68.75,0.56,25,1,2,Holanda Eredivisie,3
Yukinari Sugawara,0.1,1.58,0.65,0.03,1.42,0.0,0.58,0.26,39.87,83.66,49.66,0.81,31.03,53.47,0.52,31,1,2,Holanda Eredivisie,3
Robin Pröpper,0.03,1.62,1.03,0.03,2.83,0.0,0.66,0.07,61.24,84.4,48.31,0.72,55.63,53.29,1.41,29,2,2,Holanda Eredivisie,3
Rodrigo Guth,0.03,1.44,1.21,0.03,5.82,0.0,0.26,0.03,42.82,82.42,42.39,1.53,55.36,57.01,0.91,34,1,2,Holanda Eredivisie,3
Jurriën Timber,0.06,1.38,1.24,0.0,1.94,0.0,0.21,0.06,80.18,91.71,52.17,0.94,47.37,51.16,1.06,34,1,2,Holanda Eredivisie,3
Mike Eerdhuijzen,0.0,0.92,1.0,0.0,2.52,0.0,0.28,0.08,35.48,87.15,60.32,0.48,64.81,63.64,0.44,25,1,2,Holanda Eredivisie,3
Mica Pinto,0.09,1.64,1.0,0.0,1.09,0.0,0.73,0.09,48.85,84.8,57.64,0.76,50.0,55.38,0.58,33,2,2,Holanda Eredivisie,3
Quilindschy Hartman,0.09,1.74,1.22,0.0,1.43,0.0,0.48,0.17,43.96,79.72,38.04,0.35,66.67,54.72,0.87,23,1,2,Holanda Eredivisie,3
Bart Vriends,0.07,1.07,1.0,0.03,3.93,0.0,0.5,0.0,47.57,85.77,56.03,0.8,63.31,59.81,0.73,30,3,2,Holanda Eredivisie,3
Milan van Ewijk,0.18,1.76,1.41,0.0,2.32,0.03,0.35,0.09,33.94,77.99,48.72,1.32,43.59,58.06,0.59,34,1,2,Holanda Eredivisie,3
Pantelis Hatzidiakos,0.0,1.52,0.85,0.03,2.58,0.0,0.52,0.06,56.0,86.15,56.22,0.85,52.87,57.07,0.64,33,2,2,Holanda Eredivisie,3
Bas Kuipers,0.13,1.17,1.17,0.04,2.39,0.0,0.48,0.3,30.35,74.36,43.56,1.17,56.1,46.36,0.96,23,2,2,Holanda Eredivisie,3
Joshua Brenet,0.22,1.44,0.88,0.0,0.81,0.0,0.56,0.22,39.47,76.64,38.05,0.5,60.0,51.59,0.94,32,2,2,Holanda Eredivisie,3
Xavier Mbuyamba,0.18,2.29,1.18,0.04,5.36,0.04,0.5,0.07,42.21,74.28,41.62,1.68,50.26,52.58,1.43,28,1,2,Holanda Eredivisie,3
Iván Márquez,0.1,0.77,0.87,0.03,4.32,0.0,0.29,0.06,50.71,84.48,45.81,1.03,65.85,61.27,0.9,31,2,2,Holanda Eredivisie,3
Miloš Kerkez,0.09,1.64,0.94,0.0,1.55,0.0,0.61,0.09,37.3,83.35,44.0,0.73,49.3,57.3,1.15,33,1,2,Holanda Eredivisie,3
Philippe Sandler,0.05,1.0,0.95,0.05,3.81,0.0,0.19,0.1,51.29,87.09,60.17,1.05,64.91,63.48,0.57,21,2,2,Holanda Eredivisie,3
Marcos López,0.0,1.37,1.21,0.0,1.32,0.0,0.21,0.05,23.58,84.38,65.71,0.58,82.76,73.47,0.37,19,1,2,Holanda Eredivisie,3
Jarrad Branthwaite,0.07,0.85,1.37,0.0,3.41,0.04,0.33,0.04,47.63,87.17,63.57,0.63,56.88,55.83,0.44,27,1,2,Holanda Eredivisie,3
Jordan Teze,0.0,1.78,0.85,0.0,1.37,0.0,0.59,0.26,54.04,85.95,53.17,0.81,68.0,59.4,0.7,27,1,2,Holanda Eredivisie,3
Sean Klaiber,0.04,2.61,1.68,0.0,1.75,0.0,1.07,0.14,46.32,78.72,38.36,1.25,56.52,51.87,1.07,28,2,2,Holanda Eredivisie,3
Calvin Verdonk,0.0,1.35,0.82,0.0,1.71,0.0,0.24,0.06,39.24,83.96,55.56,0.59,50.0,56.1,0.53,17,2,2,Holanda Eredivisie,3
Dirk Abels,0.04,0.88,0.62,0.0,2.23,0.0,0.38,0.04,22.42,82.85,48.31,0.46,50.0,60.44,0.19,26,2,2,Holanda Eredivisie,3
Redouan El Yaakoubi,0.09,1.58,1.67,0.0,5.76,0.09,0.24,0.06,43.88,75.62,42.36,1.82,58.82,60.95,0.97,33,2,2,Holanda Eredivisie,3
Armando Obispo,0.09,1.05,1.77,0.0,2.86,0.09,0.5,0.05,60.77,85.71,57.99,0.73,65.06,61.15,0.45,22,1,2,Holanda Eredivisie,3
Jeroen Veldmate,0.12,1.0,1.04,0.0,4.8,0.0,0.08,0.04,52.52,86.44,53.71,1.4,72.46,70.25,0.64,25,3,2,Holanda Eredivisie,3
Mike van der Hoorn,0.04,0.84,0.76,0.0,3.88,0.0,0.28,0.04,53.8,81.93,49.33,1.16,67.16,65.69,0.6,25,3,2,Holanda Eredivisie,3
Nicolas Isimat-Mirin,0.0,1.25,0.44,0.0,4.25,0.0,0.38,0.0,38.69,85.14,44.64,0.63,61.4,57.94,0.81,16,3,2,Holanda Eredivisie,3
Modibo Sagnan,0.04,1.78,1.0,0.0,4.43,0.0,0.35,0.0,43.26,82.71,46.92,1.04,55.06,59.17,0.74,23,1,2,Holanda Eredivisie,3
Dario Van Den Buijs,0.12,1.19,0.92,0.0,3.19,0.0,0.38,0.15,39.08,78.15,43.6,1.23,49.21,52.24,0.81,26,2,2,Holanda Eredivisie,3
Shawn Adewoye,0.03,1.91,1.39,0.06,4.94,0.0,0.7,0.0,39.91,86.71,50.31,1.61,60.0,57.96,1.15,33,1,2,Holanda Eredivisie,3
Julio Pleguezuelo,0.09,1.04,0.74,0.0,2.96,0.04,0.43,0.0,30.3,81.35,38.95,0.39,50.5,58.29,0.43,23,2,2,Holanda Eredivisie,3
Adil Auassar,0.0,1.17,1.17,0.0,3.83,0.03,0.34,0.0,40.52,85.87,54.31,0.66,50.82,52.9,0.72,29,3,2,Holanda Eredivisie,3
Mats Köhlert,0.03,1.74,1.19,0.0,1.32,0.0,1.23,0.13,44.35,85.89,46.3,1.1,45.24,51.46,0.87,31,2,2,Holanda Eredivisie,3
Miguel Araujo,0.03,2.06,1.16,0.0,3.81,0.0,0.32,0.0,53.52,80.89,43.75,1.48,54.86,61.34,0.68,31,2,2,Holanda Eredivisie,3
Carlens Arcus,0.03,1.9,2.4,0.0,2.0,0.0,0.7,0.07,41.4,81.48,57.38,1.07,65.15,52.74,1.03,30,2,2,Holanda Eredivisie,3
Jorge Sánchez,0.12,2.65,1.06,0.0,1.29,0.0,1.0,0.12,35.76,84.54,39.47,0.71,55.0,51.72,1.12,17,2,2,Holanda Eredivisie,3
Siebe Horemans,0.09,1.97,1.91,0.0,3.24,0.0,1.24,0.18,36.97,72.0,55.37,1.76,55.05,55.21,0.76,34,2,2,Holanda Eredivisie,3
Jay Idzes,0.03,1.47,1.31,0.0,4.28,0.03,0.5,0.0,46.84,84.32,41.9,1.31,42.54,52.12,0.59,32,1,2,Holanda Eredivisie,3
Ryan Flamingo,0.09,1.24,1.7,0.0,3.45,0.0,0.52,0.0,40.91,79.33,44.44,0.85,56.8,52.27,0.82,33,1,2,Holanda Eredivisie,3
Marco Tol,0.04,0.96,1.5,0.0,4.67,0.08,0.17,0.0,42.46,86.36,62.79,1.42,50.0,56.49,0.38,24,2,2,Holanda Eredivisie,3
Dimitrios Siovas,0.04,0.88,1.83,0.0,4.79,0.0,0.33,0.0,38.83,79.61,41.32,1.38,73.33,63.89,0.38,24,3,2,Holanda Eredivisie,3
Devyne Rensch,0.12,2.12,1.42,0.0,0.58,0.08,0.42,0.04,51.46,87.37,60.76,0.77,58.82,61.58,0.73,26,1,2,Holanda Eredivisie,3
Patrick van Aanholt,0.07,1.73,1.13,0.0,0.93,0.0,1.07,0.2,39.13,84.84,60.0,0.6,61.54,51.35,0.33,15,3,2,Holanda Eredivisie,3
Bart van Rooij,0.0,2.12,1.06,0.03,2.09,0.0,1.24,0.18,40.82,80.55,55.88,1.09,55.88,51.71,1.0,33,1,2,Holanda Eredivisie,3
Radinio Balker,0.03,1.52,1.23,0.03,3.71,0.0,0.35,0.0,49.32,85.81,56.4,1.65,50.42,55.69,0.52,31,2,2,Holanda Eredivisie,3
Mees Hilgers,0.04,1.89,1.46,0.0,1.96,0.0,0.82,0.0,48.14,87.09,47.25,0.57,41.67,51.32,0.86,28,1,2,Holanda Eredivisie,3
George Cox,0.0,1.41,1.67,0.0,1.44,0.0,0.81,0.07,27.07,73.32,41.92,1.22,55.56,55.92,0.63,27,2,2,Holanda Eredivisie,3
André Ramalho,0.0,1.07,0.89,0.0,2.46,0.04,0.29,0.0,49.43,87.5,54.24,0.64,57.14,57.83,0.64,28,3,2,Holanda Eredivisie,3
Nick Viergever,0.11,1.68,1.0,0.0,2.84,0.0,0.84,0.0,49.32,82.6,42.73,1.32,50.98,53.78,0.32,19,3,2,Holanda Eredivisie,3
Joris Kramer,0.0,0.68,1.18,0.0,2.05,0.0,0.09,0.09,30.77,88.18,51.85,0.55,52.08,51.81,0.59,22,2,2,Holanda Eredivisie,3
Joost van Aken,0.0,0.8,1.13,0.07,3.33,0.0,0.33,0.0,38.2,80.63,39.56,1.0,63.04,55.29,0.87,15,2,2,Holanda Eredivisie,3
Liam van Gelderen,0.06,2.06,0.88,0.0,2.12,0.0,0.29,0.12,25.47,75.75,23.26,0.88,52.63,57.78,0.88,17,1,2,Holanda Eredivisie,3
Phillipp Mwene,0.0,1.68,0.4,0.0,1.24,0.0,0.64,0.04,34.36,83.59,43.75,0.52,39.47,50.0,0.68,25,2,2,Holanda Eredivisie,3
Syb van Ottele,0.05,1.25,0.8,0.0,2.0,0.0,0.6,0.0,37.3,79.76,49.24,0.9,42.31,51.13,0.85,20,1,2,Holanda Eredivisie,3
Anass Salah-Eddine,0.0,1.57,0.57,0.0,0.64,0.0,0.57,0.0,25.79,81.99,47.62,0.57,55.17,54.87,0.36,14,1,2,Holanda Eredivisie,3
Marcus Pedersen,0.03,1.41,0.31,0.0,1.9,0.0,0.14,0.1,32.59,84.34,38.81,0.69,33.33,53.13,0.93,29,1,2,Holanda Eredivisie,3
Mike te Wierik,0.0,1.55,1.38,0.07,4.24,0.0,0.38,0.0,37.86,82.6,40.8,1.76,58.62,54.77,1.38,29,3,2,Holanda Eredivisie,3
Leon Bergsma,0.0,1.5,0.83,0.04,3.67,0.0,0.25,0.0,47.29,83.44,50.93,1.25,47.14,57.66,0.58,24,2,2,Holanda Eredivisie,3
Ximo Navarro,0.0,1.13,1.27,0.07,4.6,0.0,0.13,0.0,38.73,86.23,42.62,1.4,48.57,61.11,0.4,15,3,2,Holanda Eredivisie,3
Benaissa Benamar,0.07,1.07,0.72,0.0,2.69,0.0,0.45,0.07,32.83,80.04,51.74,1.31,60.56,55.92,0.62,29,2,2,Holanda Eredivisie,3
Jorrel Hato,0.0,1.18,0.55,0.0,1.0,0.0,0.36,0.09,46.82,91.07,62.5,0.73,39.13,51.52,0.27,11,1,2,Holanda Eredivisie,3
Shurandy Sambo,0.07,1.77,1.0,0.03,2.23,0.0,0.87,0.03,35.2,83.9,50.0,0.8,60.0,56.0,0.77,30,1,2,Holanda Eredivisie,3
Ivo Pinto,0.0,1.62,0.93,0.0,2.72,0.0,0.52,0.17,30.17,78.06,49.12,1.21,54.05,54.08,0.41,29,3,2,Holanda Eredivisie,3
Damon Mirani,0.1,1.77,1.16,0.0,4.19,0.0,0.87,0.0,41.19,80.66,43.93,1.87,49.68,52.33,0.65,31,2,2,Holanda Eredivisie,3
Julian Lelieveld,0.06,1.94,0.94,0.0,1.79,0.0,0.85,0.15,33.44,82.15,55.95,1.32,48.15,56.22,0.56,34,2,2,Holanda Eredivisie,3
Mats Deijl,0.06,1.44,1.09,0.0,2.84,0.0,0.66,0.09,36.63,72.35,40.7,1.28,64.29,58.89,0.88,32,2,2,Holanda Eredivisie,3
Dominik Oroz,0.06,0.88,1.0,0.0,3.19,0.0,0.56,0.0,30.63,79.59,38.78,0.88,61.76,51.43,0.75,16,1,2,Holanda Eredivisie,3
Jose Fontán,0.05,1.14,0.52,0.0,2.52,0.0,0.52,0.1,25.19,76.18,38.61,1.14,55.88,56.12,0.67,21,1,2,Holanda Eredivisie,3
Gerrit Nauber,0.0,0.79,0.89,0.0,3.21,0.05,0.21,0.0,29.0,85.12,53.41,1.0,50.0,56.0,0.32,19,3,2,Holanda Eredivisie,3
Mark van der Maarel,0.0,1.72,1.21,0.0,2.45,0.0,1.28,0.07,36.9,81.96,57.14,1.0,43.18,45.29,1.07,29,3,2,Holanda Eredivisie,3
Hidde ter Avest,0.0,1.3,0.85,0.0,1.85,0.0,0.35,0.0,21.25,74.35,36.96,0.55,59.26,58.54,0.45,20,2,2,Holanda Eredivisie,3
Jamal Amofa,0.0,1.48,1.16,0.0,2.45,0.03,0.48,0.06,39.77,83.45,46.99,1.13,46.15,55.0,0.81,31,2,2,Holanda Eredivisie,3
Owen Wijndal,0.0,1.1,0.4,0.0,0.7,0.0,0.45,0.15,41.75,88.62,44.44,0.8,50.0,57.26,0.7,20,1,2,Holanda Eredivisie,3
Souffian El Karouani,0.06,2.06,0.7,0.0,2.15,0.0,0.76,0.12,34.45,79.42,33.96,1.0,43.18,47.08,1.39,33,1,2,Holanda Eredivisie,3
Floris Smand,0.0,0.87,1.61,0.0,4.22,0.0,0.39,0.0,45.7,90.01,64.29,1.61,48.21,50.0,0.65,23,1,2,Holanda Eredivisie,3
Mohamed Bouchouari,0.04,2.0,0.65,0.0,1.62,0.0,1.08,0.19,27.96,71.8,35.87,1.15,36.0,50.97,0.81,26,1,2,Holanda Eredivisie,3
Alfons Sampsted,0.0,1.0,0.42,0.0,0.5,0.0,0.25,0.08,23.5,85.46,54.55,0.42,25.0,55.81,0.5,12,2,2,Holanda Eredivisie,3
Julius Dirksen,0.0,1.44,1.26,0.0,2.37,0.04,0.67,0.11,27.67,79.12,32.56,1.07,48.98,54.89,0.3,27,1,2,Holanda Eredivisie,3
Maxim Dekker,0.08,0.85,0.62,0.0,2.31,0.0,0.23,0.0,38.92,86.76,46.88,0.85,68.0,69.57,0.15,13,1,2,Holanda Eredivisie,3
Arthur Zagre,0.0,1.36,1.0,0.0,1.27,0.0,0.45,0.0,19.18,80.09,45.83,0.55,42.86,52.11,0.91,11,1,2,Holanda Eredivisie,3
Lorenzo Burnet,0.0,2.0,0.79,0.0,2.47,0.0,0.42,0.05,26.32,79.0,42.55,1.0,45.16,53.13,0.79,19,3,2,Holanda Eredivisie,3
Serano Seymor,0.05,1.05,0.95,0.0,2.81,0.0,0.19,0.0,21.62,81.94,48.05,1.29,48.39,63.77,0.19,21,1,2,Holanda Eredivisie,3
Neraysho Kasanwirjo,0.0,1.85,0.9,0.0,2.3,0.0,0.75,0.0,32.95,78.45,54.26,1.45,59.26,53.9,0.75,20,1,2,Holanda Eredivisie,3
Jurien Gaari,0.0,1.73,1.15,0.03,3.61,0.03,0.58,0.0,48.0,84.91,55.19,1.67,55.95,51.98,1.27,33,2,2,Holanda Eredivisie,3
Doke Schmidt,0.0,1.88,0.92,0.08,2.32,0.0,1.12,0.0,32.2,75.65,44.64,0.84,72.41,55.78,0.92,25,3,2,Holanda Eredivisie,3
Derry Murkin,0.0,2.78,1.63,0.03,2.88,0.03,1.78,0.13,35.72,70.69,30.77,1.88,48.84,50.93,0.88,32,1,2,Holanda Eredivisie,3
Fredrik Oppegård,0.0,1.55,0.45,0.09,1.82,0.0,0.36,0.0,21.27,81.62,44.83,0.82,57.14,72.41,0.45,11,1,2,Holanda Eredivisie,3
Ruben Kluivert,0.0,1.0,1.08,0.0,1.62,0.0,0.15,0.0,24.54,82.45,32.65,0.54,60.87,60.87,0.54,13,1,2,Holanda Eredivisie,3
Sai Van Wermeskerken,0.04,2.21,0.92,0.0,2.17,0.0,0.88,0.08,33.58,82.88,49.15,1.5,40.0,50.89,0.96,24,2,2,Holanda Eredivisie,3
Mees de Wit,0.09,0.64,0.23,0.0,0.64,0.0,0.36,0.09,14.14,81.99,48.0,0.36,58.33,50.0,0.41,22,2,2,Holanda Eredivisie,3
Alex Bangura,0.03,1.41,0.69,0.0,1.31,0.0,0.45,0.17,35.79,78.81,44.08,1.55,27.78,62.32,1.17,29,1,2,Holanda Eredivisie,3
Riechedly Bazoer,0.0,0.5,0.06,0.0,0.63,0.0,0.25,0.0,14.81,85.23,73.68,0.31,57.89,57.63,0.38,16,2,2,Holanda Eredivisie,3
Aaron Meijers,0.0,0.92,0.31,0.0,0.62,0.0,0.77,0.08,13.69,77.53,23.81,0.15,60.0,56.25,0.31,13,3,2,Holanda Eredivisie,3
Thijmen Blokzijl,0.0,1.13,0.53,0.0,2.47,0.07,0.33,0.07,48.47,82.26,34.55,1.53,41.03,52.94,0.27,15,1,2,Holanda Eredivisie,3
Brian Plat,0.0,3.34,1.24,0.03,2.45,0.0,0.69,0.0,22.41,71.38,33.33,1.59,53.4,56.6,1.17,29,1,2,Holanda Eredivisie,3
Calvin Mac-Intosh,0.0,1.55,0.91,0.0,2.0,0.0,0.27,0.09,35.09,82.9,44.07,1.36,39.13,56.36,0.36,11,3,2,Holanda Eredivisie,3
